company_id,company_slug,batch,batch_code,year,subindustry,industry,subindustry_child
23062,inpharmd,Winter 2021,W21,2021.0,Healthcare -> Healthcare Services,Healthcare,Healthcare Services
22944,invoid,Winter 2021,W21,2021.0,B2B,B2B,
23397,jetdocs,Winter 2021,W21,2021.0,B2B -> Operations,B2B,Operations
23440,jiga,Winter 2021,W21,2021.0,B2B -> Supply Chain and Logistics,B2B,Supply Chain and Logistics
22705,joinsub,Winter 2021,W21,2021.0,Fintech -> Payments,Fintech,Payments
23638,journey,Winter 2021,W21,2021.0,B2B -> Sales,B2B,Sales
23052,juicy-marbles,Winter 2021,W21,2021.0,Consumer -> Food and Beverage,Consumer,Food and Beverage
22823,june,Winter 2021,W21,2021.0,B2B -> Analytics,B2B,Analytics
23635,kanda,Winter 2021,W21,2021.0,Fintech -> Credit and Lending,Fintech,Credit and Lending
23302,kidato,Winter 2021,W21,2021.0,Education,Education,
23597,kilobaser,Winter 2021,W21,2021.0,Healthcare -> Medical Devices,Healthcare,Medical Devices
23290,kitemaker,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
23661,kiwify,Winter 2021,W21,2021.0,Education,Education,
22844,kodo,Winter 2021,W21,2021.0,Fintech -> Payments,Fintech,Payments
22709,krab,Winter 2021,W21,2021.0,Fintech -> Credit and Lending,Fintech,Credit and Lending
22857,kredi,Winter 2021,W21,2021.0,Fintech -> Credit and Lending,Fintech,Credit and Lending
22846,lalabox,Winter 2021,W21,2021.0,Consumer -> Content,Consumer,Content
23220,lamar-health,Winter 2021,W21,2021.0,Healthcare -> Healthcare IT,Healthcare,Healthcare IT
22741,laudspeaker,Winter 2021,W21,2021.0,B2B -> Marketing,B2B,Marketing
23085,launcher-labs,Winter 2021,W21,2021.0,Consumer,Consumer,
22833,lendflow,Winter 2021,W21,2021.0,Fintech -> Payments,Fintech,Payments
22969,lighttwist,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
22693,lion-pose,Winter 2021,W21,2021.0,Consumer,Consumer,
22906,liveflow,Winter 2021,W21,2021.0,B2B -> Finance and Accounting,B2B,Finance and Accounting
22869,logica,Winter 2021,W21,2021.0,B2B -> Finance and Accounting,B2B,Finance and Accounting
22974,logisticsos,Winter 2021,W21,2021.0,B2B -> Supply Chain and Logistics,B2B,Supply Chain and Logistics
22566,lovd,Winter 2021,W21,2021.0,Consumer,Consumer,
23269,lunatic,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
22659,lygg,Winter 2021,W21,2021.0,Consumer -> Apparel and Cosmetics,Consumer,Apparel and Cosmetics
23327,machine26,Winter 2021,W21,2021.0,Real Estate and Construction -> Construction,Real Estate and Construction,Construction
23613,magicbell,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
23193,manara,Winter 2021,W21,2021.0,B2B -> Recruiting and Talent,B2B,Recruiting and Talent
22948,marcopolo,Winter 2021,W21,2021.0,B2B -> Operations,B2B,Operations
23541,mayan,Winter 2021,W21,2021.0,B2B -> Operations,B2B,Operations
22885,measured,Winter 2021,W21,2021.0,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness
22663,medme-health,Winter 2021,W21,2021.0,Healthcare -> Healthcare IT,Healthcare,Healthcare IT
23518,meetanyway,Winter 2021,W21,2021.0,B2B -> Operations,B2B,Operations
23240,mendel,Winter 2021,W21,2021.0,Fintech -> Banking and Exchange,Fintech,Banking and Exchange
23642,meru-com,Winter 2021,W21,2021.0,B2B -> Retail,B2B,Retail
23437,mezli,Winter 2021,W21,2021.0,Consumer -> Food and Beverage,Consumer,Food and Beverage
23050,milk-video,Winter 2021,W21,2021.0,B2B -> Marketing,B2B,Marketing
23521,mindportal,Winter 2021,W21,2021.0,Consumer -> Consumer Electronics,Consumer,Consumer Electronics
22855,mindee,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
22676,modernloop,Winter 2021,W21,2021.0,B2B -> Recruiting and Talent,B2B,Recruiting and Talent
22700,moichor,Winter 2021,W21,2021.0,Healthcare -> Diagnostics,Healthcare,Diagnostics
23265,mono,Winter 2021,W21,2021.0,Fintech -> Banking and Exchange,Fintech,Banking and Exchange
23304,moonshot-brands,Winter 2021,W21,2021.0,Fintech -> Asset Management,Fintech,Asset Management
23472,moonvalley,Winter 2021,W21,2021.0,Consumer -> Virtual and Augmented Reality,Consumer,Virtual and Augmented Reality
23261,morada-uno,Winter 2021,W21,2021.0,Real Estate and Construction -> Housing and Real Estate,Real Estate and Construction,Housing and Real Estate
23202,moxion-power-co,Winter 2021,W21,2021.0,Industrials -> Energy,Industrials,Energy
23568,my-nextderma,Winter 2021,W21,2021.0,Healthcare -> Consumer Health and Wellness,Healthcare,Consumer Health and Wellness
23430,mystic,Winter 2021,W21,2021.0,B2B -> Infrastructure,B2B,Infrastructure
23185,mythia,Winter 2021,W21,2021.0,Fintech,Fintech,
23656,nano-technologies,Winter 2021,W21,2021.0,Fintech -> Credit and Lending,Fintech,Credit and Lending
23431,navattic,Winter 2021,W21,2021.0,B2B -> Marketing,B2B,Marketing
22600,neverland,Winter 2021,W21,2021.0,Consumer -> Home and Personal,Consumer,Home and Personal
23632,nextpay,Winter 2021,W21,2021.0,Fintech -> Banking and Exchange,Fintech,Banking and Exchange
23000,nimbus-3,Winter 2021,W21,2021.0,B2B -> Infrastructure,B2B,Infrastructure
22840,nirva,Winter 2021,W21,2021.0,Healthcare -> Healthcare Services,Healthcare,Healthcare Services
22975,noble,Winter 2021,W21,2021.0,B2B -> Finance and Accounting,B2B,Finance and Accounting
22699,nourish,Winter 2021,W21,2021.0,Healthcare,Healthcare,
22780,noya,Winter 2021,W21,2021.0,Industrials -> Climate,Industrials,Climate
23522,nuntius-therapeutics,Winter 2021,W21,2021.0,Healthcare -> Therapeutics,Healthcare,Therapeutics
22698,observa,Winter 2021,W21,2021.0,B2B -> Security,B2B,Security
22797,octifi,Winter 2021,W21,2021.0,Fintech -> Consumer Finance,Fintech,Consumer Finance
